Mês/Ano,Região,Estado,Produto,Quantidade (m³)
07/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"1043,536"
07/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,"533,937"
07/2018,CENTRO OESTE,Mato Grosso,GORDURA DE PORCO,"11,420"
07/2018,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"4819,843"
07/2018,SUL,Paraná,GORDURA DE PORCO,"1639,405"
07/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,"4146,522"
07/2018,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1508,830"
07/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1257,384"
07/2018,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"949,361"
07/2018,NORTE,Tocantins,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"162,255"
07/2018,SUDESTE,Minas Gerais,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"84,088"
07/2018,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"568,137"
07/2018,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"172,609"
07/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"942,756"
07/2018,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"4598,966"
07/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"3488,186"
07/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,"124,557"
07/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"113,944"
07/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"753,147"
07/2018,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"0,001"
07/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"5904,021"
07/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"57043,506"
07/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"71146,515"
07/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"23122,045"
07/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"13063,501"
07/2018,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"7278,990"
07/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"370,546"
07/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"1709,392"
07/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"7779,914"
07/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"34601,718"
07/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"122894,927"
07/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"10982,145"
07/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"3041,436"
07/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"21907,561"
07/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"4667,426"
07/2018,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"249,926"
07/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"4270,635"
07/2018,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"34,482"
07/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"3986,711"
07/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"5313,460"
06/2018,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"435,500"
06/2018,CENTRO OESTE,Goiás,GORDURA BOVINA,"7728,322"
06/2018,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"99,550"
06/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"2911,201"
06/2018,NORDESTE,Bahia,GORDURA BOVINA,"9417,944"
06/2018,NORTE,Rondônia,GORDURA BOVINA,"1905,539"
06/2018,SUDESTE,Minas Gerais,GORDURA BOVINA,"4974,525"
06/2018,SUDESTE,São Paulo,GORDURA BOVINA,"6174,076"
06/2018,SUL,Paraná,GORDURA BOVINA,"9422,857"
06/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,"16380,043"
06/2018,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,"268,396"
06/2018,SUDESTE,São Paulo,GORDURA DE FRANGO,"2551,393"
06/2018,SUL,Paraná,GORDURA DE FRANGO,"1589,147"
06/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"354,209"
06/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,"358,211"
06/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,"708,573"
06/2018,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"3461,986"
06/2018,SUL,Paraná,GORDURA DE PORCO,"2757,855"
06/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,"3908,302"
06/2018,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"252,522"
06/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"52,733"
06/2018,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"181,890"
06/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"15,010"
06/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"1274,511"
06/2018,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"3529,756"
06/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"2621,257"
06/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,"244,750"
06/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"149,133"
06/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"466,774"
06/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"2417,680"
06/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"55832,054"
06/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"72693,210"
06/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"24599,779"
06/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"13361,480"
06/2018,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"6442,208"
06/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"2182,012"
06/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"1330,434"
06/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"8913,358"
06/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"33577,981"
06/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"114918,994"
06/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"7100,749"
06/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"3536,907"
06/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"21903,763"
06/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"3563,984"
06/2018,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"281,074"
06/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"2273,864"
06/2018,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"32,631"
06/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"2925,803"
06/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"4417,014"
05/2018,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"208,000"
05/2018,CENTRO OESTE,Goiás,GORDURA BOVINA,"4400,264"
05/2018,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"264,730"
05/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"2600,003"
05/2018,NORDESTE,Bahia,GORDURA BOVINA,"8452,861"
05/2018,NORTE,Rondônia,GORDURA BOVINA,"1118,424"
05/2018,SUDESTE,Minas Gerais,GORDURA BOVINA,"5314,227"
05/2018,SUDESTE,São Paulo,GORDURA BOVINA,"4772,941"
05/2018,SUL,Paraná,GORDURA BOVINA,"6524,635"
05/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,"14006,323"
05/2018,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"164,838"
05/2018,SUDESTE,São Paulo,GORDURA DE FRANGO,"2362,523"
05/2018,SUL,Paraná,GORDURA DE FRANGO,"520,487"
05/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"438,260"
05/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,"250,740"
05/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,"316,243"
05/2018,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"2733,986"
05/2018,SUL,Paraná,GORDURA DE PORCO,"1036,317"
05/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2663,169"
05/2018,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"35,076"
05/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"21,530"
05/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"1180,046"
05/2018,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"51,550"
05/2018,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"2767,502"
05/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"2892,776"
05/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,"17,780"
05/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"93,000"
05/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"331,000"
05/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE MILHO,"42,630"
05/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"3673,965"
05/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"48206,252"
05/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"67965,321"
05/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"20534,094"
05/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"12539,241"
05/2018,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"7238,311"
05/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"2825,541"
05/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"870,327"
05/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"6227,389"
05/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"27251,877"
05/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"88926,638"
05/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"8375,156"
05/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"2382,522"
05/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"20197,382"
05/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"3614,183"
05/2018,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"44,142"
05/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"928,921"
05/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"1503,987"
05/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"3812,242"
04/2018,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"369,403"
04/2018,CENTRO OESTE,Goiás,GORDURA BOVINA,"8419,652"
04/2018,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"342,480"
04/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"2399,862"
04/2018,NORDESTE,Bahia,GORDURA BOVINA,"4152,555"
04/2018,NORTE,Rondônia,GORDURA BOVINA,"920,730"
04/2018,SUDESTE,Minas Gerais,GORDURA BOVINA,"4143,891"
04/2018,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"67,255"
04/2018,SUDESTE,São Paulo,GORDURA BOVINA,"8976,383"
04/2018,SUL,Paraná,GORDURA BOVINA,"9413,678"
04/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,"18809,294"
04/2018,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,"31,044"
04/2018,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"164,837"
04/2018,SUDESTE,São Paulo,GORDURA DE FRANGO,"2724,860"
04/2018,SUL,Paraná,GORDURA DE FRANGO,"2220,786"
04/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"963,174"
04/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,"572,550"
04/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,"273,606"
04/2018,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"3086,424"
04/2018,SUL,Paraná,GORDURA DE PORCO,"1938,725"
04/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,"3580,311"
04/2018,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"34,520"
04/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"77,170"
04/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"2365,262"
04/2018,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"70,921"
04/2018,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"4480,322"
04/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"1224,749"
04/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,"115,150"
04/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"123,667"
04/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"928,434"
04/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"5239,930"
04/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"58318,953"
04/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"68105,108"
04/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"24525,872"
04/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"11947,342"
04/2018,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"6597,347"
04/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"560,196"
04/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"1190,565"
04/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"8037,423"
04/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"31268,356"
04/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"90764,896"
04/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"9821,221"
04/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"4061,655"
04/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"23566,242"
04/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"2906,054"
04/2018,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"125,343"
04/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"3652,795"
04/2018,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"25,713"
04/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"3586,833"
04/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"5410,867"
03/2018,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"157,500"
03/2018,CENTRO OESTE,Goiás,GORDURA BOVINA,"8376,925"
03/2018,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"355,230"
03/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"2868,690"
03/2018,NORDESTE,Bahia,GORDURA BOVINA,"7886,002"
03/2018,NORTE,Rondônia,GORDURA BOVINA,"979,357"
03/2018,SUDESTE,Minas Gerais,GORDURA BOVINA,"4822,160"
03/2018,SUDESTE,São Paulo,GORDURA BOVINA,"11489,408"
03/2018,SUL,Paraná,GORDURA BOVINA,"9374,681"
03/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,"19068,625"
03/2018,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,"5,410"
03/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,"869,226"
03/2018,NORDESTE,Bahia,GORDURA DE FRANGO,"39,780"
03/2018,SUDESTE,São Paulo,GORDURA DE FRANGO,"1486,929"
03/2018,SUL,Paraná,GORDURA DE FRANGO,"2248,062"
03/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"966,278"
03/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,"359,490"
03/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE PORCO,"78,565"
03/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,"748,474"
03/2018,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"2709,803"
03/2018,SUDESTE,São Paulo,GORDURA DE PORCO,"36,049"
03/2018,SUL,Paraná,GORDURA DE PORCO,"2153,146"
03/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,"3313,035"
03/2018,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"45,587"
03/2018,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"14,854"
03/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"39,720"
03/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"1597,653"
03/2018,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"136,165"
03/2018,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"103,737"
03/2018,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"4920,160"
03/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"1270,006"
03/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,"53,000"
03/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"141,256"
03/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"480,206"
03/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"3850,948"
03/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"58700,789"
03/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"56301,186"
03/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"21533,398"
03/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"14665,296"
03/2018,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"2351,747"
03/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"528,748"
03/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"1980,488"
03/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"7815,749"
03/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"34674,290"
03/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"91023,744"
03/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"10378,161"
03/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"2300,976"
03/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"23626,533"
03/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"4894,728"
03/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"4206,905"
03/2018,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"33,292"
03/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"830,889"
03/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"4696,658"
02/2018,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"146,450"
02/2018,CENTRO OESTE,Goiás,GORDURA BOVINA,"5645,259"
02/2018,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"285,620"
02/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"2550,545"
02/2018,NORDESTE,Bahia,GORDURA BOVINA,"5924,423"
02/2018,NORTE,Rondônia,GORDURA BOVINA,"799,271"
02/2018,SUDESTE,Minas Gerais,GORDURA BOVINA,"4699,585"
02/2018,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"165,828"
02/2018,SUDESTE,São Paulo,GORDURA BOVINA,"8119,489"
02/2018,SUL,Paraná,GORDURA BOVINA,"7435,631"
02/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,"11974,657"
02/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,"386,948"
02/2018,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"263,737"
02/2018,SUL,Paraná,GORDURA DE FRANGO,"2392,025"
02/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"1342,994"
02/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,"323,020"
02/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE PORCO,"115,968"
02/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,"318,199"
02/2018,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"1189,133"
02/2018,SUL,Paraná,GORDURA DE PORCO,"3139,841"
02/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2974,220"
02/2018,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"146,957"
02/2018,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"408,362"
02/2018,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"59,600"
02/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"137,060"
02/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"1486,972"
02/2018,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"18,079"
02/2018,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"1464,092"
02/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"2760,089"
02/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,"115,970"
02/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"140,033"
02/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"686,920"
02/2018,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"418,749"
02/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"4441,972"
02/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"42977,068"
02/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"39960,484"
02/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"22367,232"
02/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"10858,169"
02/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"515,741"
02/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"1364,242"
02/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"3654,170"
02/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"30066,661"
02/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"54371,140"
02/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"7349,949"
02/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"2021,139"
02/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"19727,102"
02/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"5647,072"
02/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"3854,073"
02/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"833,651"
02/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"3237,273"
01/2018,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"177,000"
01/2018,CENTRO OESTE,Goiás,GORDURA BOVINA,"5773,420"
01/2018,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"310,200"
01/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"3189,681"
01/2018,NORDESTE,Bahia,GORDURA BOVINA,"10364,823"
01/2018,NORTE,Rondônia,GORDURA BOVINA,"995,690"
01/2018,SUDESTE,Minas Gerais,GORDURA BOVINA,"7732,391"
01/2018,SUDESTE,São Paulo,GORDURA BOVINA,"8267,149"
01/2018,SUL,Paraná,GORDURA BOVINA,"7950,928"
01/2018,SUL,Rio Grande do Sul,GORDURA BOVINA,"16963,461"
01/2018,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,"183,190"
01/2018,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"230,769"
01/2018,SUDESTE,São Paulo,GORDURA DE FRANGO,"41,457"
01/2018,SUL,Paraná,GORDURA DE FRANGO,"1761,168"
01/2018,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"959,004"
01/2018,CENTRO OESTE,Goiás,GORDURA DE PORCO,"695,126"
01/2018,SUDESTE,Minas Gerais,GORDURA DE PORCO,"553,088"
01/2018,SUL,Paraná,GORDURA DE PORCO,"3709,332"
01/2018,SUL,Rio Grande do Sul,GORDURA DE PORCO,"3646,482"
01/2018,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"260,035"
01/2018,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"61,705"
01/2018,SUDESTE,São Paulo,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"440,340"
01/2018,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"980,070"
01/2018,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"256,667"
01/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"58,070"
