Mês/Ano,Região,Estado,Produto,Quantidade (m³)
01/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"1013,964"
01/2018,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"153,089"
01/2018,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"22,659"
01/2018,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"2588,653"
01/2018,SUL,Paraná,ÓLEO DE FRITURA USADO,"43,490"
01/2018,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"215,197"
01/2018,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"363,427"
01/2018,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"1704,578"
01/2018,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"2705,800"
01/2018,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"42,516"
01/2018,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"32786,987"
01/2018,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"39362,486"
01/2018,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"22376,122"
01/2018,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"10280,765"
01/2018,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"161,604"
01/2018,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"817,121"
01/2018,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"3591,324"
01/2018,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"25350,399"
01/2018,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"71770,969"
01/2018,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"6945,720"
01/2018,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"2080,938"
01/2018,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"14338,930"
01/2018,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"5636,551"
01/2018,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"4111,424"
01/2018,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"933,348"
01/2018,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"4132,579"
12/2017,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"115,000"
12/2017,CENTRO OESTE,Goiás,GORDURA BOVINA,"7623,433"
12/2017,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"268,430"
12/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"2440,070"
12/2017,NORDESTE,Bahia,GORDURA BOVINA,"7858,288"
12/2017,NORTE,Rondônia,GORDURA BOVINA,"1415,018"
12/2017,SUDESTE,Minas Gerais,GORDURA BOVINA,"4162,273"
12/2017,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"0,001"
12/2017,SUDESTE,São Paulo,GORDURA BOVINA,"7850,685"
12/2017,SUL,Paraná,GORDURA BOVINA,"8489,440"
12/2017,SUL,Rio Grande do Sul,GORDURA BOVINA,"14405,603"
12/2017,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,"9,603"
12/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,"201,072"
12/2017,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"899,541"
12/2017,SUDESTE,São Paulo,GORDURA DE FRANGO,"173,138"
12/2017,SUL,Paraná,GORDURA DE FRANGO,"1483,786"
12/2017,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"758,775"
12/2017,CENTRO OESTE,Goiás,GORDURA DE PORCO,"372,810"
12/2017,SUDESTE,Minas Gerais,GORDURA DE PORCO,"119,286"
12/2017,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"3200,063"
12/2017,SUL,Paraná,GORDURA DE PORCO,"4021,499"
12/2017,SUL,Rio Grande do Sul,GORDURA DE PORCO,"3207,553"
12/2017,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"694,738"
12/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"42,860"
12/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"35,125"
12/2017,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"196,603"
12/2017,SUDESTE,São Paulo,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"5,183"
12/2017,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1450,758"
12/2017,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"685,989"
12/2017,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"23,055"
12/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"118,540"
12/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"410,410"
12/2017,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"9,143"
12/2017,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"37,967"
12/2017,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"5127,768"
12/2017,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"1233,097"
12/2017,SUL,Paraná,ÓLEO DE FRITURA USADO,"44,820"
12/2017,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"323,097"
12/2017,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"717,944"
12/2017,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"3350,151"
12/2017,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"47938,664"
12/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"38895,031"
12/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"23844,327"
12/2017,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"13661,140"
12/2017,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"597,858"
12/2017,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"1941,200"
12/2017,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"2457,033"
12/2017,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"24223,622"
12/2017,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"76547,486"
12/2017,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"8615,887"
12/2017,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"673,919"
12/2017,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"17490,842"
12/2017,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"1795,424"
12/2017,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"3772,605"
12/2017,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"90,940"
12/2017,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"1123,303"
12/2017,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"6922,909"
11/2017,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"52,430"
11/2017,CENTRO OESTE,Goiás,GORDURA BOVINA,"7093,255"
11/2017,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"335,980"
11/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"958,951"
11/2017,NORDESTE,Bahia,GORDURA BOVINA,"4549,307"
11/2017,NORTE,Rondônia,GORDURA BOVINA,"1138,877"
11/2017,SUDESTE,Minas Gerais,GORDURA BOVINA,"3683,448"
11/2017,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"694,224"
11/2017,SUDESTE,São Paulo,GORDURA BOVINA,"8228,886"
11/2017,SUL,Paraná,GORDURA BOVINA,"9197,723"
11/2017,SUL,Rio Grande do Sul,GORDURA BOVINA,"17555,365"
11/2017,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,"28,020"
11/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,"318,176"
11/2017,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"340,514"
11/2017,SUDESTE,São Paulo,GORDURA DE FRANGO,"210,338"
11/2017,SUL,Paraná,GORDURA DE FRANGO,"2214,897"
11/2017,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"1196,938"
11/2017,CENTRO OESTE,Goiás,GORDURA DE PORCO,"534,995"
11/2017,SUDESTE,Minas Gerais,GORDURA DE PORCO,"1552,990"
11/2017,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"2720,083"
11/2017,SUL,Paraná,GORDURA DE PORCO,"2633,353"
11/2017,SUL,Rio Grande do Sul,GORDURA DE PORCO,"3004,063"
11/2017,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1171,847"
11/2017,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1454,208"
11/2017,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"702,050"
11/2017,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"551,333"
11/2017,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"10,370"
11/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"103,430"
11/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"743,803"
11/2017,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"79,958"
11/2017,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"43,626"
11/2017,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"3672,878"
11/2017,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"1708,302"
11/2017,SUL,Paraná,ÓLEO DE FRITURA USADO,"61,430"
11/2017,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"188,897"
11/2017,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"79,815"
11/2017,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"6665,503"
11/2017,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"49867,701"
11/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"44676,666"
11/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"15032,834"
11/2017,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"12550,378"
11/2017,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"341,028"
11/2017,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"1439,310"
11/2017,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"1609,980"
11/2017,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"26480,750"
11/2017,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"78276,451"
11/2017,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"10233,990"
11/2017,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"1650,062"
11/2017,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"23045,576"
11/2017,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"1447,890"
11/2017,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"4126,058"
11/2017,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"169,050"
11/2017,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"1871,831"
11/2017,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"6529,789"
10/2017,CENTRO OESTE,Goiás,GORDURA BOVINA,"8491,931"
10/2017,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"455,170"
10/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"2400,479"
10/2017,NORDESTE,Bahia,GORDURA BOVINA,"10733,272"
10/2017,NORTE,Rondônia,GORDURA BOVINA,"1009,641"
10/2017,SUDESTE,Minas Gerais,GORDURA BOVINA,"5418,537"
10/2017,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"571,452"
10/2017,SUDESTE,São Paulo,GORDURA BOVINA,"9135,314"
10/2017,SUL,Paraná,GORDURA BOVINA,"10250,261"
10/2017,SUL,Rio Grande do Sul,GORDURA BOVINA,"18390,183"
10/2017,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,"63,774"
10/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,"322,027"
10/2017,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"1020,352"
10/2017,SUDESTE,São Paulo,GORDURA DE FRANGO,"36,054"
10/2017,SUL,Paraná,GORDURA DE FRANGO,"2496,070"
10/2017,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"523,398"
10/2017,CENTRO OESTE,Goiás,GORDURA DE PORCO,"710,397"
10/2017,SUDESTE,Minas Gerais,GORDURA DE PORCO,"1,958"
10/2017,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"2226,790"
10/2017,SUL,Paraná,GORDURA DE PORCO,"2417,819"
10/2017,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2771,769"
10/2017,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1033,423"
10/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"106,406"
10/2017,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1303,967"
10/2017,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"37,461"
10/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"103,521"
10/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"827,562"
10/2017,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"14,615"
10/2017,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"2261,729"
10/2017,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"2940,754"
10/2017,SUL,Paraná,ÓLEO DE FRITURA USADO,"54,410"
10/2017,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"125,633"
10/2017,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"137,660"
10/2017,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"10,932"
10/2017,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"51634,539"
10/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"45365,960"
10/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"18851,610"
10/2017,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"13344,873"
10/2017,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"591,391"
10/2017,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"1774,370"
10/2017,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"5489,749"
10/2017,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"27382,648"
10/2017,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"88021,480"
10/2017,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"11083,749"
10/2017,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"1451,740"
10/2017,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"22913,635"
10/2017,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"4232,799"
10/2017,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"5085,968"
10/2017,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"92,220"
10/2017,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"1948,087"
10/2017,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"6066,808"
09/2017,CENTRO OESTE,Goiás,GORDURA BOVINA,"7360,009"
09/2017,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"484,500"
09/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"3489,903"
09/2017,NORDESTE,Bahia,GORDURA BOVINA,"6608,627"
09/2017,NORTE,Rondônia,GORDURA BOVINA,"1014,629"
09/2017,SUDESTE,Minas Gerais,GORDURA BOVINA,"4452,877"
09/2017,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"650,140"
09/2017,SUDESTE,São Paulo,GORDURA BOVINA,"8067,614"
09/2017,SUL,Paraná,GORDURA BOVINA,"7806,077"
09/2017,SUL,Rio Grande do Sul,GORDURA BOVINA,"16063,037"
09/2017,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,"118,465"
09/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,"369,907"
09/2017,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"613,622"
09/2017,SUL,Paraná,GORDURA DE FRANGO,"2990,436"
09/2017,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"134,691"
09/2017,CENTRO OESTE,Goiás,GORDURA DE PORCO,"778,635"
09/2017,SUDESTE,Minas Gerais,GORDURA DE PORCO,"750,677"
09/2017,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"1767,768"
09/2017,SUL,Paraná,GORDURA DE PORCO,"2102,742"
09/2017,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2822,373"
09/2017,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"372,522"
09/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"277,636"
09/2017,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"327,560"
09/2017,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"19,496"
09/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"51,000"
09/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"363,235"
09/2017,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"34,264"
09/2017,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"1849,841"
09/2017,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"2879,560"
09/2017,SUL,Paraná,ÓLEO DE FRITURA USADO,"62,110"
09/2017,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"154,044"
09/2017,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"666,578"
09/2017,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"3382,572"
09/2017,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"51869,599"
09/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"38111,742"
09/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"24462,589"
09/2017,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"13579,140"
09/2017,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"674,338"
09/2017,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"1699,800"
09/2017,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"6082,163"
09/2017,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"26846,262"
09/2017,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"84591,232"
09/2017,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"10321,874"
09/2017,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"922,299"
09/2017,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"22513,905"
09/2017,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"4189,033"
09/2017,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"3823,728"
09/2017,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"1321,368"
09/2017,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"5589,800"
08/2017,CENTRO OESTE,Goiás,GORDURA BOVINA,"8625,183"
08/2017,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"549,440"
08/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"4663,104"
08/2017,NORDESTE,Bahia,GORDURA BOVINA,"11521,471"
08/2017,NORTE,Rondônia,GORDURA BOVINA,"427,001"
08/2017,SUDESTE,Minas Gerais,GORDURA BOVINA,"4446,003"
08/2017,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"1060,301"
08/2017,SUDESTE,São Paulo,GORDURA BOVINA,"7687,716"
08/2017,SUL,Paraná,GORDURA BOVINA,"7025,305"
08/2017,SUL,Rio Grande do Sul,GORDURA BOVINA,"13196,054"
08/2017,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,"82,251"
08/2017,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"980,999"
08/2017,SUL,Paraná,GORDURA DE FRANGO,"3826,391"
08/2017,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"356,080"
08/2017,CENTRO OESTE,Goiás,GORDURA DE PORCO,"525,125"
08/2017,SUDESTE,Minas Gerais,GORDURA DE PORCO,"623,319"
08/2017,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"1092,740"
08/2017,SUL,Paraná,GORDURA DE PORCO,"2113,351"
08/2017,SUL,Rio Grande do Sul,GORDURA DE PORCO,"1787,047"
08/2017,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"323,956"
08/2017,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"2,403"
08/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"91,060"
08/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"36,492"
08/2017,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"31,396"
08/2017,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"65,616"
08/2017,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"1893,055"
08/2017,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"732,295"
08/2017,SUL,Paraná,ÓLEO DE FRITURA USADO,"71,830"
08/2017,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"191,167"
08/2017,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"80,667"
08/2017,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"537,511"
08/2017,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"56025,701"
08/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"43921,279"
08/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"24044,812"
08/2017,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"13227,150"
08/2017,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"2262,976"
08/2017,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"1991,141"
08/2017,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"7410,647"
08/2017,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"26828,656"
08/2017,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"83710,042"
08/2017,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"10592,048"
08/2017,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"2359,175"
08/2017,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"18371,546"
08/2017,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"4134,910"
08/2017,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"3505,421"
08/2017,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"836,482"
08/2017,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"4565,944"
07/2017,CENTRO OESTE,Goiás,GORDURA BOVINA,"8532,624"
07/2017,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"415,350"
07/2017,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"3128,311"
07/2017,NORDESTE,Bahia,GORDURA BOVINA,"7327,593"
07/2017,NORTE,Rondônia,GORDURA BOVINA,"474,674"
07/2017,SUDESTE,Minas Gerais,GORDURA BOVINA,"5386,912"
07/2017,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"926,115"
07/2017,SUDESTE,São Paulo,GORDURA BOVINA,"4462,921"
07/2017,SUL,Paraná,GORDURA BOVINA,"7079,408"
07/2017,SUL,Rio Grande do Sul,GORDURA BOVINA,"10707,736"
07/2017,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,"93,461"
07/2017,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"474,201"
07/2017,SUL,Paraná,GORDURA DE FRANGO,"4038,540"
07/2017,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"965,988"
07/2017,CENTRO OESTE,Goiás,GORDURA DE PORCO,"419,893"
07/2017,SUDESTE,Minas Gerais,GORDURA DE PORCO,"8,888"
07/2017,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"2022,671"
07/2017,SUL,Paraná,GORDURA DE PORCO,"1904,490"
07/2017,SUL,Rio Grande do Sul,GORDURA DE PORCO,"1368,841"
07/2017,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"504,435"
07/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"48,946"
07/2017,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"186,945"
07/2017,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"13,485"
07/2017,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"46,170"
07/2017,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"1182,894"
07/2017,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"90,000"
07/2017,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"2015,979"
